id,created_at,updated_at,form,hin,hin_1,hin_2,hin_3,katsu_kei,katsu_kata,genkei,yomi,hatsu,history_id,user_id
690,"10/07/2014 11:26:46","10/07/2014 11:26:46",消防,名詞,一般,*,*,*,*,消防,ショウボウ,ショーボー,82,
691,"10/07/2014 11:26:46","10/07/2014 11:26:46",、,記号,読点,*,*,*,*,、,、,、,82,
692,"10/07/2014 11:26:46","10/07/2014 11:26:46",自治体,名詞,一般,*,*,*,*,自治体,ジチタイ,ジチタイ,82,
693,"10/07/2014 11:26:46","10/07/2014 11:26:46",に,助詞,格助詞,一般,*,*,*,に,ニ,ニ,82,
694,"10/07/2014 11:26:46","10/07/2014 11:26:46",入っ,動詞,自立,*,*,五段・ラ行,連用タ接続,入る,ハイッ,ハイッ,82,
695,"10/07/2014 11:26:46","10/07/2014 11:26:46",た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,82,
696,"10/07/2014 11:26:46","10/07/2014 11:26:46",情報,名詞,一般,*,*,*,*,情報,ジョウホウ,ジョーホー,82,
697,"10/07/2014 11:26:46","10/07/2014 11:26:46",の,助詞,連体化,*,*,*,*,の,ノ,ノ,82,
698,"10/07/2014 11:26:46","10/07/2014 11:26:46",ほか,名詞,副詞可能,*,*,*,*,ほか,ホカ,ホカ,82,
699,"10/07/2014 11:26:46","10/07/2014 11:26:46",、,記号,読点,*,*,*,*,、,、,、,82,
700,"10/07/2014 11:26:46","10/07/2014 11:26:46",登山,名詞,サ変接続,*,*,*,*,登山,トザン,トザン,82,
701,"10/07/2014 11:26:46","10/07/2014 11:26:46",届,名詞,接尾,一般,*,*,*,届,トドケ,トドケ,82,
702,"10/07/2014 11:26:46","10/07/2014 11:26:46",、,記号,読点,*,*,*,*,、,、,、,82,
703,"10/07/2014 11:26:46","10/07/2014 11:26:46",駐車,名詞,サ変接続,*,*,*,*,駐車,チュウシャ,チューシャ,82,
704,"10/07/2014 11:26:46","10/07/2014 11:26:46",場,名詞,接尾,一般,*,*,*,場,ジョウ,ジョー,82,
705,"10/07/2014 11:26:46","10/07/2014 11:26:46",に,助詞,格助詞,一般,*,*,*,に,ニ,ニ,82,
706,"10/07/2014 11:26:46","10/07/2014 11:26:46",止め,動詞,自立,*,*,一段,連用形,止める,トメ,トメ,82,
707,"10/07/2014 11:26:46","10/07/2014 11:26:46",て,助詞,接続助詞,*,*,*,*,て,テ,テ,82,
708,"10/07/2014 11:26:46","10/07/2014 11:26:46",あっ,動詞,非自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,82,
709,"10/07/2014 11:26:46","10/07/2014 11:26:46",た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,82,
710,"10/07/2014 11:26:46","10/07/2014 11:26:46",車,名詞,一般,*,*,*,*,車,クルマ,クルマ,82,
711,"10/07/2014 11:26:46","10/07/2014 11:26:46",、,記号,読点,*,*,*,*,、,、,、,82,
712,"10/07/2014 11:26:46","10/07/2014 11:26:46",同行,名詞,サ変接続,*,*,*,*,同行,ドウコウ,ドーコー,82,
713,"10/07/2014 11:26:46","10/07/2014 11:26:46",者,名詞,接尾,一般,*,*,*,者,シャ,シャ,82,
714,"10/07/2014 11:26:46","10/07/2014 11:26:46",や,助詞,並立助詞,*,*,*,*,や,ヤ,ヤ,82,
715,"10/07/2014 11:26:46","10/07/2014 11:26:46",家族,名詞,一般,*,*,*,*,家族,カゾク,カゾク,82,
716,"10/07/2014 11:26:46","10/07/2014 11:26:46",の,助詞,連体化,*,*,*,*,の,ノ,ノ,82,
717,"10/07/2014 11:26:46","10/07/2014 11:26:46",申告,名詞,サ変接続,*,*,*,*,申告,シンコク,シンコク,82,
718,"10/07/2014 11:26:46","10/07/2014 11:26:46",など,助詞,副助詞,*,*,*,*,など,ナド,ナド,82,
719,"10/07/2014 11:26:46","10/07/2014 11:26:46",を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,82,
720,"10/07/2014 11:26:46","10/07/2014 11:26:46",総合,名詞,サ変接続,*,*,*,*,総合,ソウゴウ,ソーゴー,82,
721,"10/07/2014 11:26:46","10/07/2014 11:26:46",的,名詞,接尾,形容動詞語幹,*,*,*,的,テキ,テキ,82,
722,"10/07/2014 11:26:46","10/07/2014 11:26:46",に,助詞,副詞化,*,*,*,*,に,ニ,ニ,82,
723,"10/07/2014 11:26:46","10/07/2014 11:26:46",判断,名詞,サ変接続,*,*,*,*,判断,ハンダン,ハンダン,82,
724,"10/07/2014 11:26:46","10/07/2014 11:26:46",し,動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,82,
725,"10/07/2014 11:26:46","10/07/2014 11:26:46",た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,82,
726,"10/07/2014 11:26:46","10/07/2014 11:26:46",と,助詞,格助詞,引用,*,*,*,と,ト,ト,82,
727,"10/07/2014 11:26:46","10/07/2014 11:26:46",し,動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,82,
728,"10/07/2014 11:26:46","10/07/2014 11:26:46",て,助詞,接続助詞,*,*,*,*,て,テ,テ,82,
729,"10/07/2014 11:26:46","10/07/2014 11:26:46",いる,動詞,非自立,*,*,一段,基本形,いる,イル,イル,82,
730,"10/07/2014 11:26:46","10/07/2014 11:26:46",。,記号,句点,*,*,*,*,。,。,。,82,
731,"10/07/2014 11:26:46","10/07/2014 11:26:46","
",記号,一般,*,*,*,*,*,*,*,82,
732,"10/07/2014 11:26:46","10/07/2014 11:26:46","
",記号,一般,*,*,*,*,*,*,*,82,
733,"10/07/2014 11:26:46","10/07/2014 11:26:46",　,記号,空白,*,*,*,*,　,　,　,82,
734,"10/07/2014 11:26:46","10/07/2014 11:26:46",その,連体詞,*,*,*,*,*,その,ソノ,ソノ,82,
735,"10/07/2014 11:26:46","10/07/2014 11:26:46",上,名詞,非自立,副詞可能,*,*,*,上,ウエ,ウエ,82,
736,"10/07/2014 11:26:46","10/07/2014 11:26:46",で,助詞,格助詞,一般,*,*,*,で,デ,デ,82,
737,"10/07/2014 11:26:46","10/07/2014 11:26:46",「,記号,括弧開,*,*,*,*,「,「,「,82,
738,"10/07/2014 11:26:47","10/07/2014 11:26:47",まだ,副詞,助詞類接続,*,*,*,*,まだ,マダ,マダ,82,
739,"10/07/2014 11:26:47","10/07/2014 11:26:47",人数,名詞,一般,*,*,*,*,人数,ニンズウ,ニンズー,82,
740,"10/07/2014 11:26:47","10/07/2014 11:26:47",が,助詞,格助詞,一般,*,*,*,が,ガ,ガ,82,
741,"10/07/2014 11:26:47","10/07/2014 11:26:47",増える,動詞,自立,*,*,一段,基本形,増える,フエル,フエル,82,
742,"10/07/2014 11:26:47","10/07/2014 11:26:47",可能,名詞,形容動詞語幹,*,*,*,*,可能,カノウ,カノー,82,
743,"10/07/2014 11:26:47","10/07/2014 11:26:47",性,名詞,接尾,一般,*,*,*,性,セイ,セイ,82,
744,"10/07/2014 11:26:47","10/07/2014 11:26:47",は,助詞,係助詞,*,*,*,*,は,ハ,ワ,82,
745,"10/07/2014 11:26:47","10/07/2014 11:26:47",ある,動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,82,
746,"10/07/2014 11:26:47","10/07/2014 11:26:47",」,記号,括弧閉,*,*,*,*,」,」,」,82,
747,"10/07/2014 11:26:47","10/07/2014 11:26:47",と,助詞,格助詞,引用,*,*,*,と,ト,ト,82,
748,"10/07/2014 11:26:47","10/07/2014 11:26:47",し,動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,82,
749,"10/07/2014 11:26:47","10/07/2014 11:26:47",た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,82,
750,"10/07/2014 11:26:47","10/07/2014 11:26:47",。,記号,句点,*,*,*,*,。,。,。,82,
751,"10/07/2014 11:26:47","10/07/2014 11:26:47",１,名詞,数,*,*,*,*,１,イチ,イチ,82,
752,"10/07/2014 11:26:47","10/07/2014 11:26:47",６,名詞,数,*,*,*,*,６,ロク,ロク,82,
753,"10/07/2014 11:26:47","10/07/2014 11:26:47",人,名詞,接尾,助数詞,*,*,*,人,ニン,ニン,82,
754,"10/07/2014 11:26:47","10/07/2014 11:26:47",の,助詞,連体化,*,*,*,*,の,ノ,ノ,82,
755,"10/07/2014 11:26:47","10/07/2014 11:26:47",家族,名詞,一般,*,*,*,*,家族,カゾク,カゾク,82,
756,"10/07/2014 11:26:47","10/07/2014 11:26:47",に,助詞,格助詞,一般,*,*,*,に,ニ,ニ,82,
757,"10/07/2014 11:26:47","10/07/2014 11:26:47",は,助詞,係助詞,*,*,*,*,は,ハ,ワ,82,
758,"10/07/2014 11:26:47","10/07/2014 11:26:47",不明,名詞,形容動詞語幹,*,*,*,*,不明,フメイ,フメイ,82,
759,"10/07/2014 11:26:47","10/07/2014 11:26:47",者,名詞,接尾,一般,*,*,*,者,シャ,シャ,82,
760,"10/07/2014 11:26:47","10/07/2014 11:26:47",と,助詞,格助詞,一般,*,*,*,と,ト,ト,82,
761,"10/07/2014 11:26:47","10/07/2014 11:26:47",判断,名詞,サ変接続,*,*,*,*,判断,ハンダン,ハンダン,82,
762,"10/07/2014 11:26:47","10/07/2014 11:26:47",し,動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,82,
763,"10/07/2014 11:26:47","10/07/2014 11:26:47",た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,82,
764,"10/07/2014 11:26:47","10/07/2014 11:26:47",こと,名詞,非自立,一般,*,*,*,こと,コト,コト,82,
765,"10/07/2014 11:26:47","10/07/2014 11:26:47",を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,82,
766,"10/07/2014 11:26:47","10/07/2014 11:26:47",伝え,動詞,自立,*,*,一段,連用形,伝える,ツタエ,ツタエ,82,
767,"10/07/2014 11:26:47","10/07/2014 11:26:47",て,助詞,接続助詞,*,*,*,*,て,テ,テ,82,
768,"10/07/2014 11:26:47","10/07/2014 11:26:47",い,動詞,非自立,*,*,一段,未然形,いる,イ,イ,82,
769,"10/07/2014 11:26:47","10/07/2014 11:26:47",ない,助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,82,
770,"10/07/2014 11:26:47","10/07/2014 11:26:47",と,助詞,格助詞,引用,*,*,*,と,ト,ト,82,
771,"10/07/2014 11:26:47","10/07/2014 11:26:47",し,動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,82,
772,"10/07/2014 11:26:47","10/07/2014 11:26:47",、,記号,読点,*,*,*,*,、,、,、,82,
773,"10/07/2014 11:26:47","10/07/2014 11:26:47",安否,名詞,一般,*,*,*,*,安否,アンピ,アンピ,82,
774,"10/07/2014 11:26:47","10/07/2014 11:26:47",に関する,助詞,格助詞,連語,*,*,*,に関する,ニカンスル,ニカンスル,82,
775,"10/07/2014 11:26:47","10/07/2014 11:26:47",相談,名詞,サ変接続,*,*,*,*,相談,ソウダン,ソーダン,82,
776,"10/07/2014 11:26:47","10/07/2014 11:26:47",が,助詞,格助詞,一般,*,*,*,が,ガ,ガ,82,
777,"10/07/2014 11:26:47","10/07/2014 11:26:47",あっ,動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,82,
778,"10/07/2014 11:26:47","10/07/2014 11:26:47",た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,82,
779,"10/07/2014 11:26:47","10/07/2014 11:26:47",ほか,名詞,副詞可能,*,*,*,*,ほか,ホカ,ホカ,82,
780,"10/07/2014 11:26:47","10/07/2014 11:26:47",の,助詞,連体化,*,*,*,*,の,ノ,ノ,82,
781,"10/07/2014 11:26:47","10/07/2014 11:26:47",家族,名詞,一般,*,*,*,*,家族,カゾク,カゾク,82,
782,"10/07/2014 11:26:47","10/07/2014 11:26:47",へ,助詞,格助詞,一般,*,*,*,へ,ヘ,エ,82,
783,"10/07/2014 11:26:47","10/07/2014 11:26:47",の,助詞,連体化,*,*,*,*,の,ノ,ノ,82,
784,"10/07/2014 11:26:47","10/07/2014 11:26:47",配慮,名詞,サ変接続,*,*,*,*,配慮,ハイリョ,ハイリョ,82,
785,"10/07/2014 11:26:47","10/07/2014 11:26:47",から,助詞,格助詞,一般,*,*,*,から,カラ,カラ,82,
786,"10/07/2014 11:26:47","10/07/2014 11:26:47",と,助詞,格助詞,引用,*,*,*,と,ト,ト,82,
787,"10/07/2014 11:26:47","10/07/2014 11:26:47",説明,名詞,サ変接続,*,*,*,*,説明,セツメイ,セツメイ,82,
788,"10/07/2014 11:26:47","10/07/2014 11:26:47",し,動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,82,
789,"10/07/2014 11:26:47","10/07/2014 11:26:47",た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,82,
790,"10/07/2014 11:26:47","10/07/2014 11:26:47",。,記号,句点,*,*,*,*,。,。,。,82,
791,"10/07/2014 11:26:47","10/07/2014 11:26:47","
",記号,一般,*,*,*,*,*,*,*,82,
792,"10/07/2014 11:26:47","10/07/2014 11:26:47","
",記号,一般,*,*,*,*,*,*,*,82,
793,"10/07/2014 11:26:47","10/07/2014 11:26:47",　,記号,空白,*,*,*,*,　,　,　,82,
794,"10/07/2014 11:26:47","10/07/2014 11:26:47",不明,名詞,形容動詞語幹,*,*,*,*,不明,フメイ,フメイ,82,
795,"10/07/2014 11:26:47","10/07/2014 11:26:47",者,名詞,接尾,一般,*,*,*,者,シャ,シャ,82,
796,"10/07/2014 11:26:47","10/07/2014 11:26:47",の,助詞,連体化,*,*,*,*,の,ノ,ノ,82,
797,"10/07/2014 11:26:47","10/07/2014 11:26:47",多く,名詞,副詞可能,*,*,*,*,多く,オオク,オーク,82,
